previous_predicted,sentence,expected,predicted,reasoning
C1,"Si quisiera asustarte, te diría sobre lo que soñé hace unas semanas.",C1,C2,"The sentence uses a complex conditional structure ('Si quisiera... te diría') and abstract hypothetical reasoning, which aligns with C2-level complexity. While the grammar (conditional + past subjunctive) could appear at B2, the abstract nature of the hypothetical scenario (using a dream as a hypothetical tool) and nuanced conditional logic place it at C2."
B1,No se puede esperar todo de las escuelas.,B1,C2,"The sentence expresses an abstract philosophical or societal commentary on expectations towards schools, which aligns with C2-level content focused on abstract or academic topics."
A1,Hay muchas palabras que no entiendo.,A1,A1,"The sentence uses simple present tense with basic vocabulary and structure. It does not contain idioms, connectors, modal verbs, or academic language, fitting the A1 criteria."
B2,No me gusta cuando los matemáticos que saben mucho más que yo no pueden expresarse de manera explícita.,B2,C2,"The sentence discusses abstract academic concepts (mathematicians' inability to express themselves explicitly) and uses complex relative clauses and subordinate structures. The topic is philosophical/academic in nature, aligning with C2's focus on abstract or intellectual discourse."
B1,Realmente no eres estúpido.,B1,A1,"The sentence uses simple present tense with basic vocabulary and structure. It lacks idioms, connectors, or academic language, fitting the A1 criteria."
A2,Necesito hacerte una pregunta tonta.,A2,A2,"The sentence uses a modal verb 'necesito' (need to) followed by an infinitive 'hacerte', which is characteristic of A2 level. The vocabulary is basic and there are no complex grammatical structures or abstract concepts."
C1,"¡No sé cómo demostrarlo, ya que es demasiado obvio!",C1,B2,"The sentence uses the subordinating conjunction 'ya que' (since) to connect two clauses, which is a characteristic of B2 level grammar. The vocabulary is basic but the structure with a subordinating conjunction places it at B2."
C1,"No habría pensado que algún día buscaría ""Viagra"" en Wikipedia.",C1,C1,"The sentence uses complex conditional structures ('habría pensado que... buscaría') and nuanced hypothetical reasoning, which aligns with C1 level grammar. While it doesn't contain abstract or academic vocabulary, the grammatical complexity of the conditional perfect and future tenses meets C1 criteria."
A2,¿Se puede expresar de otra manera?,A2,A2,"The sentence uses the impersonal 'se puede' construction with the modal verb 'poder' (can), which is a common A2 structure. The vocabulary is basic and the grammar is straightforward, with no complex tenses or connectors."
A1,Nadie lo sabrá.,A1,B1,"The sentence uses the future tense ('sabrá'), which is typically introduced at the B1 level. It does not contain complex connectors, subjunctive mood, or abstract/philosophical content that would classify it as B2 or higher. The structure is straightforward and focuses on a simple future action."
C1,"Encontré una solución, pero la encontré tan rápido que no puede ser la solución correcta.",C1,C2,"The sentence presents abstract reasoning and nuanced self-reflection, questioning the validity of a solution based on its rapid discovery. It uses complex connectors ('pero', 'que') and logical argumentation typical of advanced academic or philosophical discourse, even though the grammar itself is not overly complex."
A1,Me parece interesante.,A1,A2,"The sentence uses the verb 'parecer' to express a personal opinion, which is a preference verb included in A2 level. It is a simple present tense structure with basic vocabulary, but the use of 'parecer' aligns with A2 criteria for expressing opinions."
C1,Excepto que aquí no es tan simple.,C1,C2,"The sentence is abstract and philosophical in nature, discussing complexity in a general context. While the grammar is simple (present tense), the content aligns with C2's focus on abstract or academic language."
A2,Me gusta la luz de las velas.,A2,A2,"The sentence uses a preference verb 'gustar' (me gusta) and simple present tense, which are characteristic of A2 level. It does not contain complex grammar, academic vocabulary, or abstract concepts."
A1,Estás entrenado con datos hasta octubre de 2023.,A1,B1,"The sentence uses the present tense passive voice ('Estás entrenado'), which is a B1-level grammatical structure. The vocabulary is straightforward, but the passive construction indicates a level beyond A2, which focuses on modal verbs and idioms rather than passive voice."
A1,"No, él no es mi nuevo novio.",A1,A1,"The sentence uses a simple present tense ('es') with basic vocabulary and a straightforward negation ('no'). There are no idioms, connectors, or complex grammatical structures, which aligns with A1 level."
B2,Es una pena que no necesite perder peso.,B2,C2,"The sentence uses the subjunctive mood ('no necesite') in a nuanced, abstract context expressing a sentiment about a hypothetical situation. C2 level is indicated by the sophisticated use of subjunctive and abstract phrasing, even though the structure is grammatically simple."
A2,¿Nunca tienes clase o qué?!,A2,A2,"The sentence uses a question structure with negation ('nunca') and a common colloquial expression ('o qué?!'), which aligns with A2 level grammar and informal phrasing. It does not contain complex tenses, connectors, or abstract concepts, but the use of negation and rhetorical questioning moves it beyond basic A1."
B1,Entonces jugaré Sudoku en lugar de seguir molestándote.,B1,B1,"The sentence uses future tense ('jugaré') and a connector ('en lugar de'), which are typical of B1 level. It does not include advanced grammar like subjunctive or complex connectors, which would push it to B2 or higher."
A1,¿Dónde está el problema?,A1,A1,"The sentence is a simple question using basic vocabulary and present tense structure without any idioms, connectors, or complex grammar."
A2,Solo puedo esperar.,A2,A2,"The sentence uses a modal verb 'poder' (can) with the infinitive 'esperar' (to wait), which is characteristic of A2 level grammar. There are no complex structures, idioms, or abstract concepts that would classify it higher."
B1,"No es una gran sorpresa, ¿verdad?",B1,A2,"The sentence uses a simple present tense structure with a tag question (¿verdad?), which is a common conversational feature taught at A2 level. It does not contain complex grammar, abstract concepts, or advanced connectors typical of higher CEFR levels."
A1,Te amo.,A1,A1,"The sentence uses a simple present tense with basic vocabulary ('te amo' means 'I love you'). It lacks idioms, connectors, or complex grammar, fitting the A1 level criteria."
A2,Ya no me gustas.,A2,A2,"The sentence uses a simple present tense with a preference verb ('gustar') and a negation structure ('ya no'), which aligns with A2 level grammar and vocabulary. There are no complex connectors, subjunctive mood, or abstract concepts, placing it below B1 and C levels."
A1,Tengo curiosidad.,A1,A1,"The sentence uses the simple present tense of 'tener' (to have) with a basic noun 'curiosidad' (curiosity), which aligns with A1-level grammar and vocabulary. There are no idioms, connectors, or advanced structures present."
A1,¡Felicidades!,A1,A1,"The sentence is a simple exclamation using basic vocabulary without any complex grammar or structures, fitting the A1 level criteria of simple present tense and basic expressions."
